date,vehicle_gps_latitude,vehicle_gps_longitude,fuel_consumption_rate,eta_variation_hours,traffic_congestion_level,warehouse_inventory_level,loading_unloading_time,weather_condition_severity,port_congestion_level,shipping_costs,supplier_reliability_score,lead_time_days,historical_demand,iot_temperature,route_risk_level,customs_clearance_time,driver_behavior_score,fatigue_monitoring_score,disruption_likelihood_score,delay_probability,delivery_time_deviation,handling_equipment_availability,order_fulfillment_status,cargo_condition_status,daily_shipment_count
2021-01-11,35.35833331575834,-90.24808830248037,7.538738030154583,2.778024554662982,4.378831233712811,288.48104449181733,2.5349207507169216,0.5326776360714501,7.015037419545486,504.15647842928587,0.48046765219524784,4.292201741701242,6590.944887236593,-2.4380742292993305,7.197848466423044,2.4081384260945327,0.5797255775865682,0.5291750558553665,0.8586512013634842,0.6894694140967669,4.724532647584144,0.25,0.625,0.2916666666666667,24
2021-01-12,36.23454854225966,-91.84501759544621,7.007255161757293,3.2164111797785773,5.024374518440305,288.4193709128754,2.3950491055920913,0.5217637080061287,6.284840054113602,459.5590054551862,0.4594287727388267,5.575029024635119,5726.776864967189,0.055381136982068334,7.1689096281711615,2.5897866050916933,0.4814647981403766,0.5730009079062756,0.8663203140541729,0.7640961495480916,3.6154957436371604,0.125,0.4166666666666667,0.4583333333333333,24
2021-01-13,34.98679459913797,-93.62059825881295,8.73923534041005,3.1738589704438644,5.248374763640073,271.89266113480153,2.5080461279221673,0.5847263346322786,6.3603223792042884,427.1520733719433,0.542717432443021,3.9044243024773535,5747.904750342652,-0.43735509796989563,6.490625099037594,2.1535612814173817,0.597570007592012,0.5962138244926579,0.8140208664001584,0.7302593936775993,7.2722472445847215,0.4166666666666667,0.7083333333333334,0.25,24
2021-01-14,36.419695085253345,-85.69330369257678,8.011591787914012,2.725290402215128,5.1840318053656835,288.8742990722415,2.012166943542807,0.47457939310077996,7.572432462589984,415.9051748455029,0.6042468552991002,4.510858744651512,5791.060750386714,-0.6867849564924837,6.0168100606884884,1.8020132856483386,0.5138629292481575,0.520647334141528,0.788313941231396,0.7202106233452966,3.2884165675537993,0.25,0.6666666666666666,0.16666666666666666,24
2021-01-15,36.565604869256795,-89.65482094818236,9.529018973318097,2.540561400488572,5.496572530226551,226.49885714637017,2.285706951409471,0.5273597078975923,7.35892550236223,470.88659231421815,0.550930761375002,4.816452433692388,5289.147588755916,-3.396228177668993,6.248306304143052,1.7761437174456853,0.48966358167723545,0.7042595655081635,0.7608124935476495,0.6749745838576677,5.321034667959206,0.3333333333333333,0.5,0.16666666666666666,24
2021-01-16,37.868370640324656,-89.85921349965697,8.102149732643397,2.7567999717717093,5.105591450610109,244.06568620606663,2.2122399748861246,0.5255107870416108,7.519612137744592,448.34502626235485,0.42223417703559535,5.323244724231045,7644.811831950586,-1.6932123164050246,6.179843382328113,2.1539438131436124,0.4794663898939208,0.6748034387786591,0.7879196601371237,0.6462270855549607,3.5262335035011696,0.4166666666666667,0.6666666666666666,0.2916666666666667,24
2021-01-17,38.34060511293874,-94.08114922805869,7.3846168784352,3.514018200213302,4.301225833205275,374.0702010484459,2.4368202867433797,0.4718208450167298,8.110177070263328,381.3240822889972,0.4338525124579527,6.074165244669981,6188.622939047855,5.145655305295613,7.842296968762876,2.0636750184469164,0.5026554943413308,0.6038081616251132,0.7302690580721899,0.7709576741657198,7.153333605907456,0.25,0.7083333333333334,0.5,24
2021-01-18,37.33039834449257,-88.8176116518581,6.744037538493416,2.603322352050508,4.055452690386891,196.9155805694877,2.347061641926268,0.5335250347893428,6.97822359035504,497.9909399544345,0.4973735434746506,6.308536256646477,6322.523926363592,-1.829934049334103,6.829305120944414,2.6354535267357115,0.40900305193889047,0.6316576045926482,0.807844050739218,0.8057689220295358,6.559784649588508,0.20833333333333334,0.6666666666666666,0.16666666666666666,24
2021-01-19,38.174037347335826,-82.94735155853361,8.199493487959623,2.4922292403317905,5.057072529811101,340.46474984310413,3.02393185629022,0.4721484732028098,7.06911379090442,532.0061419944856,0.6409520941429695,4.996327513272975,7387.795000331869,0.9352102571505466,7.074190456376605,2.176332220214261,0.5546298867403795,0.6258877905673164,0.672196320519089,0.740329098085932,5.026407544148408,0.2916666666666667,0.625,0.20833333333333334,24
2021-01-20,38.122713705299134,-88.63007024473656,6.788003978638781,3.1254640889805354,4.04675687743997,254.90022120868466,2.139744327332467,0.48179563800778924,6.347670169343584,455.8799075810182,0.4356188731921747,3.730219809950224,5891.080150381986,-0.900880755732478,7.537710603720253,2.240889946691677,0.6062361450215138,0.6110743379788958,0.8103733373961459,0.7846853949611569,5.202612004883659,0.20833333333333334,0.625,0.2916666666666667,24
2021-01-21,40.03011743689367,-88.58182550782776,8.679615764381468,2.8338925366950174,4.1398812005493,275.7257723359635,2.3661578284196776,0.4659698473096441,6.43200311043521,450.68501507872816,0.5800574041644216,4.993878103428732,6932.543877455624,-4.772760737758669,7.014605343057037,2.449886569943448,0.38815530301803247,0.522836574112647,0.7402618072949316,0.6682932127488286,3.7003520362522035,0.4166666666666667,0.625,0.25,24
2021-01-22,36.57035232817808,-92.93192892242404,8.562460706114944,2.9772411287708977,5.10596785065076,252.11004257795994,1.8937197938382326,0.5012533270212011,7.279628950871486,416.29180166136547,0.49652491126783943,5.346789852261222,6184.76408438091,4.391194671656079,6.9199816410458554,2.3238224980964053,0.5037327571543697,0.6848679352800536,0.8947904794113977,0.6962604741490296,5.708409926337875,0.125,0.625,0.3333333333333333,24
2021-01-23,38.32125865156302,-86.4473050823251,8.178022483394413,2.4826913307434544,4.189298577038245,282.82167006086775,1.8439780008770388,0.44995245147325297,6.553058517216999,414.02440671327855,0.4636501363404724,4.365443028700518,5698.47439191628,2.440505033231802,7.94151541029148,2.1330248182877565,0.47566244945072206,0.5974131665609358,0.8076884406583402,0.7077654038025057,5.35130275708385,0.20833333333333334,0.5833333333333334,0.2916666666666667,24
2021-01-24,36.46504054284558,-90.40461687636362,7.98345843775946,2.754322566165841,4.664783569906779,273.45904532948185,2.696210028069276,0.5937177849373984,8.72699555325591,374.79631365794893,0.6236910338414979,6.681242003459431,6890.846493707938,-3.330046168169389,6.664973821252668,2.128675582046448,0.5326338065886796,0.5508701237646424,0.7787799024369765,0.737340966292119,4.643055396392678,0.3333333333333333,0.5416666666666666,0.3333333333333333,24
2021-01-25,38.198631885448386,-85.08808783973525,8.469248736056567,2.208757932269032,5.799532460188861,352.1223653982052,2.4369299375093463,0.458213421856172,8.085537384896782,519.7280578384806,0.5757849849482639,6.034855134804137,6598.196051872715,0.5617724933949267,7.147769971421778,2.0176090056122695,0.4940503991809546,0.5360007427277353,0.8197691593291813,0.8358322717973167,6.538263214128805,0.4166666666666667,0.375,0.08333333333333333,24
2021-01-26,39.912721929989274,-85.89438003130648,9.194765525641136,3.1132107197012187,4.457129188097283,279.5668205461782,2.527673119443825,0.5092255210675568,6.474734012894959,550.6455572214705,0.4711047354500512,4.879828932511173,5745.479109663203,-6.310771715485285,6.438907034091302,2.6553708065332158,0.6036963177072011,0.6223384533242161,0.8665047589084566,0.6854434653446955,4.738417167032819,0.20833333333333334,0.625,0.3333333333333333,24
2021-01-27,36.60307122484502,-97.15863957171898,7.451416050885983,2.804701347346867,6.619016862705336,356.5799361910995,2.2605383288444885,0.37942817786860883,6.676547204331378,468.6198951445555,0.45859728948666945,4.63226511195366,5584.706289313115,-0.7044552368982799,6.821249535604274,2.0903124663739328,0.39565372274579547,0.7406501798969701,0.8360254182346362,0.6750791554853371,3.022727913477217,0.3333333333333333,0.7916666666666666,0.2916666666666667,24
2021-01-28,34.96179395318695,-90.51165053770472,6.95957568944938,2.627475685241898,3.7958826720976684,176.4852202694495,1.7634604426790113,0.503948887987954,7.918322699780375,444.24209966686317,0.3953316917551409,6.532555965379733,6363.856804795488,-0.6323660532217931,7.267377568172349,2.599869106489709,0.6179223225271014,0.5288079843248719,0.8274304709818011,0.7839066334799233,5.248393337971396,0.25,0.75,0.375,24
2021-01-29,37.40834656983717,-93.41582256132511,8.86145369378361,3.111607326518827,4.244104827294069,384.1733693486571,2.1160039585661194,0.45027757472954316,7.509725167348825,263.6128435888787,0.4548459447932857,4.722367676218313,6259.38327638372,-1.8409012784091903,6.8254032004265035,2.3890563308657864,0.6200467178176995,0.6528088131903688,0.8691057457320568,0.7436374665719039,4.460112188745247,0.16666666666666666,0.6666666666666666,0.375,24
2021-01-30,37.34644804890069,-89.97435854122197,7.5396960123194745,2.9477682091226707,5.471627054938182,250.19128045803814,2.478549907634759,0.5661176093474634,7.0398702825967865,432.10557596780467,0.5720343374551411,6.047933852519139,7064.769705792462,-2.0809032971443866,7.573122844634703,2.4080403934458396,0.5984670862531687,0.5864333384955055,0.8208748028042177,0.737564024828421,5.843772049981143,0.20833333333333334,0.7083333333333334,0.375,24
2021-01-31,37.40915341558327,-88.2159560706679,8.761472509704264,2.050440043784078,4.8318269005275,201.78584914853852,2.1971354615303493,0.3980714841346969,7.442358897504309,574.5925336065316,0.4192913367341134,5.100857623964781,6826.144322470763,5.066896962726259,7.026018480549104,2.6938833233167343,0.44080757946905963,0.634873533233424,0.8345988776669678,0.6806626939702608,4.145895415626659,0.20833333333333334,0.5833333333333334,0.3333333333333333,24
2021-02-01,39.937143467289985,-85.2878042978294,8.361474950870004,2.4980096083645154,5.56645376654658,236.420856749491,2.4324149190416713,0.46064508045493735,6.879628554621924,461.4672839235362,0.4773307062186342,6.31871158521167,6178.294618461089,-2.1803679993464606,7.672023535207598,2.95252189249597,0.5562227984455679,0.5094916404605317,0.7692982165581431,0.7767698303032106,3.430941902382744,0.25,0.4583333333333333,0.4166666666666667,24
2021-02-02,37.521229261773414,-89.91479656664967,8.951421795114756,2.843996711207231,5.828651382860767,218.631812789788,1.9632668367583594,0.4734198715476335,7.750851479920864,415.71778578264525,0.6325934634790199,6.625295655889683,6813.593751955871,1.809279021541886,7.169726590274133,1.9001303335329538,0.4365303581075135,0.5750512782886438,0.768111613059194,0.7579536544329418,5.315700286058386,0.4166666666666667,0.6666666666666666,0.25,24
2021-02-03,37.15470705650864,-90.75445413788862,6.699002630991857,2.276415000397788,5.015472893159074,371.87156983047976,2.2326902239638042,0.49596354013463956,7.6117441740161,448.7796387687625,0.6332359690864563,4.604905319647786,6345.163733175016,1.8104532564114313,6.221890426035814,2.410548753883724,0.5312132096446519,0.5811240802497722,0.9160587740261691,0.645038825361108,5.983157841285333,0.16666666666666666,0.5416666666666666,0.25,24
2021-02-04,35.67960227436666,-88.15969552542587,6.1092158179295355,2.946370580510031,4.233862522106364,314.9260647096729,2.915891732105474,0.3190101532179676,6.2185808855031155,460.4086830582665,0.5568881524837291,4.855098091935995,5848.442843186625,1.193607950272824,8.180634004887656,2.015104546867141,0.5173136246538038,0.6012649591906074,0.9211629359547274,0.8095365150342609,5.408721888347709,0.4166666666666667,0.625,0.20833333333333334,24
2021-02-05,38.30223046783964,-95.45851213807195,7.0474674153720045,2.540161972311063,5.134907149634849,300.3538791682563,2.3295764894694053,0.594080439481414,7.384715333689815,440.22796068207026,0.5085310231937444,4.457574423008051,5947.301896244375,2.8584184984688275,7.476919080743758,2.0090773589996282,0.5129319235394552,0.5871567828112704,0.6518667571439525,0.7677175547932159,4.964571847774816,0.25,0.7083333333333334,0.25,24
2021-02-06,37.34800455796498,-94.70208701171681,8.580723196847144,3.278683290228058,5.2262389805422655,249.35340858861878,2.355157552041167,0.4575885345646125,7.283667013595566,470.82549732587245,0.5079821627020459,5.180714383529213,7426.970575538748,2.0474244799495747,6.700211890403717,2.017468356386312,0.3780979445298824,0.7214398800679535,0.7754983880729096,0.7295177861792251,4.395977072749038,0.3333333333333333,0.625,0.20833333333333334,24
2021-02-07,38.136274135265246,-88.075387817238,8.350763675540952,3.149740881949075,6.08072278812021,193.4989417773944,2.998829720898629,0.47159351126472604,6.357628105272237,462.660522388413,0.5043939729370713,4.838860309619743,6190.174916922314,-0.05044616971667685,7.217715011545541,2.165299302220665,0.5763407942731417,0.6308259234683371,0.7853060247335547,0.7246097042622136,5.703456322019228,0.2916666666666667,0.5,0.16666666666666666,24
2021-02-08,39.863588715293155,-96.83955128963431,7.075433734862969,2.9604469201992885,4.675272633768693,326.4688817752089,2.3423948574502487,0.4751148976739663,6.555323822232892,451.4174791316503,0.5619315718163178,5.106262861118049,6316.103553374422,1.4062419306342624,6.173662978863931,1.8845876995930733,0.5036021720975606,0.6347301670760119,0.8886684367088861,0.7296709786510552,5.171018392916809,0.125,0.5416666666666666,0.375,24
2021-02-09,39.987195664031596,-87.10093769141476,8.158374280680924,2.2148520582566715,5.839382446317206,279.0278723109744,2.2891560476048096,0.4543473018344894,7.99830655456411,555.8384257285508,0.47504662350681853,5.288871056025197,5558.300212349967,-1.338332331387021,7.506061821948336,2.189816616292235,0.48408293749252024,0.517152088013423,0.8248511714098051,0.7006288111589184,3.1709788034238096,0.375,0.5416666666666666,0.2916666666666667,24
2021-02-10,38.04946976118256,-85.5130385159872,8.168056472817668,2.695811391026549,4.373606623398863,311.4440583276153,2.4829217755001296,0.49849986367028937,6.778390319268058,467.55922981141913,0.4563315780180046,5.192947579007753,7592.567226468898,-4.347887621761728,6.190312997087356,2.1942584546994417,0.49800581890887824,0.6933047603329183,0.7770721040983896,0.6955493965936096,5.678055741446587,0.20833333333333334,0.625,0.4166666666666667,24
2021-02-11,37.77612888732347,-87.50864653749845,7.569291945587321,2.66324967764263,4.838698292244334,352.80218614827726,2.2025592957244062,0.4684653585676027,7.278044111405109,554.6900482220116,0.6021173033546058,4.373605037163139,6236.125115990649,-2.3875281733785463,6.34233464920936,3.110646883526512,0.5361437020689394,0.6260442529725739,0.8280954473636454,0.7533376619881819,3.8138444244241314,0.3333333333333333,0.75,0.16666666666666666,24
2021-02-12,35.845715973309645,-83.64514344541027,8.518041807392231,2.6213471753642983,6.01498249099161,239.87593439330658,1.9343363286366533,0.5429693902562148,8.16363414120718,486.86360285626074,0.5992761617687267,5.393495423881937,5012.800065111054,0.4935087224988985,8.16370176331039,2.423330489632944,0.3511767915631852,0.5473080279010704,0.8529049727864683,0.7173203970339251,4.272271467289853,0.25,0.625,0.25,24
2021-02-13,37.50892173536665,-92.36962178387837,8.5938909136553,2.562987180170753,6.040792290544488,264.4532783748535,1.7270817428629994,0.5845280167607375,6.277778155341078,545.1678439831859,0.4217486362692915,4.185275212044426,6283.778605167662,0.08601680963284804,5.839586313378201,1.8254481306153967,0.4166668851471999,0.6488761285362413,0.7140001722990513,0.6634621465893574,4.6832326982505785,0.375,0.625,0.2916666666666667,24
2021-02-14,38.670003901425574,-89.21449832196491,8.107345860180383,2.5921011711947446,5.171549648921623,390.041813630931,2.178309799600415,0.6100990809903842,7.964877703304438,414.0144858345241,0.5613001284227038,4.517417620249146,5948.680597951323,-0.19554175964779885,6.374332357723669,2.2681182248649474,0.5591847614303588,0.6300425975060796,0.7298411857260708,0.7181458044874655,5.799460276354078,0.041666666666666664,0.5833333333333334,0.125,24
2021-02-15,38.56063897722645,-85.38840635424789,8.619312815936988,2.9844599107445045,5.492398357796525,409.6945193393476,1.925344010649298,0.5616764908214383,7.621905629047631,560.932379384988,0.46408777901976483,4.832845391325392,7018.753299522997,3.085111792264877,6.34698524976956,2.18039399209867,0.5191246525108762,0.4947989987049306,0.830254904996099,0.6925856938670334,5.181495194682603,0.20833333333333334,0.7083333333333334,0.3333333333333333,24
2021-02-16,40.50540954513952,-88.85260657527847,8.00255233905972,3.2626486208333287,5.716460848437953,260.07628656792076,2.7723626277952227,0.37959797486453084,7.594135496864468,386.4982600434941,0.6352683318306153,6.356893604835494,6412.306393111918,2.585065414716469,5.5489594150704695,2.2905639206981667,0.3855960886977002,0.6457636861555356,0.8580528596908223,0.8448394725116847,4.413197854894616,0.2916666666666667,0.75,0.4166666666666667,24
2021-02-17,38.66397532723738,-91.15620119023929,7.523934399168607,2.556894853247353,5.497614953973319,202.4867208313129,2.4134331641177074,0.46422852847434054,7.421656481770739,459.97545904390154,0.5135986972389799,4.574657564550397,6114.468073910454,2.8842911739275876,8.275440833175237,2.3776642111976733,0.6032841461809607,0.5587337083132695,0.7986996119087353,0.6561059022832626,5.859698008805007,0.16666666666666666,0.5833333333333334,0.25,24
2021-02-18,38.50403362864092,-89.50540493354619,9.33782329651014,3.472102306296462,6.438558322039341,319.2324156732091,2.107431274719039,0.4752707804692428,7.269592314363532,500.6283354372026,0.48031485295145765,5.233266153797602,5616.970426285811,1.4305638375583218,7.864471819721658,2.2178605843591437,0.4486180091933765,0.6857048463579423,0.6954528853660306,0.7598477701589467,4.255401780078788,0.20833333333333334,0.625,0.4583333333333333,24
2021-02-19,38.119013868387576,-93.7552143985799,8.063403945806108,2.3565960180117727,4.645281194248412,249.9361579508588,1.9983546420785354,0.4700498340162497,6.584899853276557,415.797176301699,0.49597588628477024,4.763861206288311,6187.396581456317,0.47830410131291945,8.066174612607986,2.1257052675370254,0.570185508971417,0.5182345897833641,0.7249609996766745,0.7289562508376113,5.912545959370262,0.125,0.5833333333333334,0.20833333333333334,24
2021-02-20,37.732021771969855,-89.64471483099256,7.359308199990761,3.418633731408741,4.174044088211614,213.50868047987458,2.0943237982422307,0.4610063519785987,6.613260840747935,401.9185757128692,0.48660630273261746,5.745453587544145,7040.960508943339,5.0955538398149,7.2003541303297,2.692846694938209,0.5327754642245054,0.5976644571686028,0.8297560247697474,0.6508228043945363,6.715115581051613,0.375,0.75,0.20833333333333334,24
2021-02-21,38.76457453303037,-95.90422657263834,8.723068348204393,2.5062236301446634,4.571538214166716,293.2592442705989,2.5170243966530914,0.5015957246860896,8.154645229748551,570.4259457575998,0.513609199763975,6.390092636733503,6173.68898031332,0.5984756862594441,6.712198286407253,2.856427891707245,0.4381879970201868,0.55856746824588,0.8222936007984369,0.6783983826179183,6.698389511105122,0.25,0.7083333333333334,0.25,24
2021-02-22,37.01292467838079,-85.6637036091854,7.760013596298541,2.890055133076365,5.333150250882483,314.9279475369662,2.229612341641715,0.47534838814783953,7.799912034059536,480.73484442932744,0.444192041882844,6.092495733998052,6181.481285635254,1.455931652992031,7.700373255580335,2.1046344831145114,0.5566508432495311,0.5946605088206477,0.8385276057677973,0.548657261126583,4.176314062956451,0.25,0.4583333333333333,0.4583333333333333,24
2021-02-23,40.36840273626189,-92.15271908641795,6.835803365728438,3.2586311339816167,5.807754854494809,533.4664126808211,2.2512534102939417,0.4461710880201864,7.343401821632089,371.6042498400424,0.35452690317834556,5.140119636904722,5608.2875123292715,-0.7845704420735237,6.204532667194182,2.1057630246808814,0.4708798735727047,0.5095150282093075,0.8406941639906281,0.7354921905317789,5.721116567518007,0.25,0.5416666666666666,0.4166666666666667,24
2021-02-24,40.99426547343315,-88.66251101154417,7.847816539932992,2.756153927328684,5.38959838825897,393.447520245124,1.93130962366671,0.606361095978593,5.918386076440572,352.38443083590226,0.38327416503099404,5.70043103213598,6312.84435308859,4.485928628112932,8.385431186488226,2.7301484723163543,0.49062865696764657,0.5924495233099746,0.7979459623099835,0.6744449637732371,4.875732945844553,0.20833333333333334,0.5416666666666666,0.125,24
2021-02-25,36.99497322697889,-90.27424099455423,7.773982606498098,3.4307188419914056,5.238361039242428,319.26611116820476,1.926169109917576,0.3808426131838556,6.736829524570059,480.74991815038356,0.4997828292569649,5.168623802765031,6860.942968221319,-2.6505879571122266,7.131859121912197,1.8934563619255211,0.5629978876011,0.5954119775710413,0.8162332231349602,0.7133712191770208,6.371115168020698,0.2916666666666667,0.5416666666666666,0.16666666666666666,24
2021-02-26,39.01780253362173,-88.44506023823926,7.759350673979422,3.1718792823048716,4.703670728309076,272.82008651638085,2.1430537824285874,0.5548943399534706,6.8213687941068395,458.4421990027334,0.37171955231134124,3.1677047300970824,6751.3983690931955,5.439272236548587,7.6303382433941005,2.2484950187886956,0.5030531045652753,0.6732057972580977,0.8358438808477094,0.8045660281548713,6.11243375446161,0.20833333333333334,0.625,0.3333333333333333,24
2021-02-27,37.101012032337174,-91.47810456767792,9.191244284995618,3.4155758040062274,5.242448146234595,380.2899641270151,2.016944738083439,0.5621123722316129,7.975869541897356,453.08331677128234,0.5424170531240617,6.90771197663743,7030.685331104505,0.761253979953473,6.774442776587544,2.2492444627366965,0.5424953122879675,0.5935096721478829,0.7958046055283973,0.772056245853252,4.8886194448897795,0.375,0.625,0.3333333333333333,24
2021-02-28,35.856094717319436,-92.90054404272496,7.592839753855677,2.249468155828302,4.475623821925797,296.244847242215,2.845858547999742,0.6190115177258817,7.1433768945668445,315.81958480915284,0.429767304581201,5.353679304017672,5757.4365985234535,-4.158005951099304,7.27671292613276,2.2915792833044564,0.47321085642981914,0.5458910926171406,0.8062896062368963,0.7953846833165376,5.419894089492209,0.16666666666666666,0.6666666666666666,0.3333333333333333,24
2021-03-01,37.14967369230367,-90.04025823551349,8.258654261022468,2.8725989011313326,4.477055703631103,528.9982620643298,2.4798031119093378,0.46646822122201154,7.252332922033273,420.4341133841388,0.577830479466078,6.154138933177175,5717.44467704208,-2.4619169342508314,7.0119261231146695,2.6002545015503506,0.49324613517520155,0.5960238834590039,0.8394466698555899,0.6901987148598415,4.670574329379876,0.3333333333333333,0.625,0.16666666666666666,24
2021-03-02,40.29412432955397,-92.95075008972994,9.016628640402546,3.121575713743244,5.453849674685608,343.6645415418181,1.8485002448049317,0.4362908053112216,6.235934238283638,398.01990634384873,0.5573039579988373,4.78547042940564,6178.900020087641,-0.048452447542632004,7.333261730327981,2.0908222010385296,0.38569991047996005,0.5085954327020952,0.7224533563184773,0.6589961385155221,4.558961457440932,0.375,0.8333333333333334,0.16666666666666666,24
2021-03-03,38.509427879803766,-93.78408074362744,8.358769738401108,3.2418895934142213,5.464856098786286,298.1848859682689,2.1938578446490613,0.5278700004186788,6.327543420052481,485.2219288154074,0.45869833092278656,7.480074363068304,6369.996439013074,-5.555859106998138,7.80425826954291,2.5147870007533624,0.38987270006104585,0.42340083615899443,0.7905708918359261,0.5692832728393615,5.1005527782710915,0.375,0.75,0.25,24
2021-03-04,37.05881061638789,-88.84445821150182,8.421810501174093,3.1121291506745545,5.563188350782263,325.65630080820563,1.763693407691375,0.5548071919052764,7.140947857466716,375.5844959457877,0.4038606361947949,4.589836618785412,5822.142142886082,1.0776701417954324,6.995161591818008,1.8184500384024673,0.470639582086827,0.7351415390031683,0.8362000976245563,0.8328807351015651,5.549791476398645,0.25,0.75,0.375,24
2021-03-05,38.81239117304393,-90.19001555595189,7.399378586000386,3.3444081588837213,4.380390365798208,376.98062446188777,2.0415624033131006,0.5972621222577004,6.7642155966755935,512.8373643275112,0.5348644827713556,6.3497387042434354,5487.860717574572,-2.8453473107908587,6.260988630469242,2.335368980084178,0.4968317904181772,0.7099692926033302,0.8127741028869241,0.6643823331223624,5.884164298172426,0.20833333333333334,0.625,0.125,24
2021-03-06,38.95621980454655,-93.5844512553888,6.410536728546812,2.0613199398858675,3.971461805632836,313.7546683213095,2.022616596826967,0.4940446202668074,7.950421644516786,487.7321718280538,0.36652976031183465,4.187880365431698,5324.941767903331,-1.5507764589549362,7.650518409549465,1.9953442159971495,0.5797129706938107,0.7148289861511813,0.8027733110670511,0.6766479718878006,3.932753786683795,0.25,0.5833333333333334,0.20833333333333334,24
